"Genus"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Dokdonia"	40.2318428103407	-3.03662876434566	0.52717880688008	-5.76014954454802	8.40394458611928e-09	2.16310225868809e-07
"Pediococcus"	52.8136456424427	-2.92395022519999	0.445993393203586	-6.55603932649574	5.52556650400686e-11	1.92419727668945e-09
"Ochrobactrum"	23.1084977012484	1.9722040017462	0.442665964048125	4.45528719603975	8.37809634581454e-06	7.87275085194001e-05
"Klebsiella"	101.864153798318	1.99247882772209	0.712142238158727	2.79786638252736	0.00514413882228498	0.0147117400134913
"Methylobacterium"	97.8405447388862	2.09255248522395	0.416159163815719	5.02825040793901	4.94975236787398e-07	8.61839235818058e-06
"Orientia"	0.586445247751696	2.1497379513323	0.796374030534874	2.69940740017409	0.00694630837977454	0.0184994353372217
"Enterobacter"	97.650198580926	2.32476077685933	0.708632081929867	3.28063156628211	0.0010357494537968	0.00380847004129008
"Nitrobacter"	59.9653677926978	2.36410584108684	0.424309209551108	5.57165809242724	2.52326247054335e-08	5.97508553024664e-07
"Escherichia"	246.20043886845	2.45082918916475	0.526975966845008	4.65074186179267	3.30743106586824e-06	3.79838366967924e-05
"Fusobacterium"	42.3050745797197	2.4792956082188	0.544858837458432	4.55034485589663	5.3558064680964e-06	5.4666162570915e-05
"unclassified..derived.from.Rickettsiales."	61.0074194425312	2.51077675409244	0.548397985251762	4.57838435153947	4.68581111762065e-06	4.95357175291326e-05
"Pectobacterium"	62.1858009862335	2.60861913844156	0.745326905681787	3.49996641548224	0.000465316778771213	0.0019762120908217
"Parvibaculum"	12.491191656854	2.64258967712954	0.379833366808551	6.95723416647991	3.47017903585836e-12	1.58026614556011e-10
"Yersinia"	95.0396307890937	2.6442035207967	0.668264377575163	3.95682249350377	7.59533267827649e-05	0.000458820096483641
"Cupriavidus"	91.5122285179888	2.66755692373746	0.590875034954977	4.51458729161018	6.34401878474231e-06	6.15681823043844e-05
"Shigella"	32.5581169749706	2.68847254881313	0.618678939395244	4.34550520087382	1.38955479340891e-05	0.00011586147009832
"Salmonella"	77.8905907442346	2.74914882413384	0.65715904203644	4.18338430772348	2.87201277328858e-05	0.000209905131084795
"Citromicrobium"	47.8845194397411	2.80244228579485	0.665571559083074	4.21057998580294	2.54715919624687e-05	0.000188489780522268
"Sorangium"	14.9792259500887	2.88909737271518	0.820972255243253	3.51911694245885	0.000432985805838033	0.00192727516583546
"Geodermatophilus"	26.2198601608924	3.06891989721168	0.676725095514724	4.53495801700309	5.76149446652961e-06	5.78102495624666e-05
"Paracoccus"	53.5423388031724	3.35900737613728	0.499915196041446	6.71915437405267	1.82782184621471e-11	7.21380355306072e-10
"Serratia"	93.6361791945808	3.37007704881878	0.739366994632405	4.55805719390314	5.16289795977384e-06	5.36216770558968e-05
"Cronobacter"	66.2208885917958	3.41576267202927	0.784887174428953	4.35191551513683	1.34953267797889e-05	0.00011586147009832
"Pedobacter"	30.9458518578614	4.07783506029057	0.357135324343024	11.4181789992128	3.39268105416183e-30	2.0084671840638e-27
"Erwinia"	64.4718620267466	4.45874884013937	0.837065578085206	5.32664220925055	1.00044957479876e-07	1.91053596219635e-06
"Parabacteroides"	44.0187642098694	4.84135293705213	0.471255787513237	10.2733018147096	9.29672325131697e-25	1.83455338825988e-22
"Planctomyces"	7.16818092155629	6.00300346386443	0.577546470891659	10.3939747992859	2.64111808679609e-25	7.81770953691643e-23
