"Genus"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Acholeplasma"	23530.3194134768	-0.251506355783639	0.0727632137162905	-3.45650422704366	0.000547230624929132	0.00395651333114126
"Segniliparus"	641.130576874485	-0.250691264584167	0.0967314171168138	-2.59162195754281	0.0095524676910382	0.0304865990139517
"Raphidiopsis"	434.912998107704	-0.248770673467479	0.0906651038144984	-2.74384148918492	0.00607248519429173	0.0226303796060561
"Anaerofustis"	24876.1919779263	-0.245534244361997	0.0540401570558777	-4.54355164268146	5.53142459466067e-06	0.000472256170982304
"Eremococcus"	3035.07236629532	-0.241754160438811	0.0967617937443877	-2.49844645374645	0.0124738985794055	0.0365089714519186
"Dehalococcoides"	16883.4631957193	-0.240201020738306	0.0705975929591312	-3.4023967485316	0.000667975899208013	0.0045032083092675
"Peptoniphilus"	28610.892523421	-0.23898254465395	0.0510309924508723	-4.68308635941226	2.82587384545137e-06	0.000423881076817706
"Gemella"	4836.81413147674	-0.237574104455982	0.0629259790543557	-3.77545344587748	0.000159716853089142	0.00259000302306717
"Acetivibrio"	45382.2436727582	-0.237112706755412	0.0527955010451511	-4.4911536411527	7.08384256473457e-06	0.000472256170982304
"Acidimicrobium"	705.073624340188	-0.235099020691804	0.0861995932836113	-2.72737969793301	0.00638395315746401	0.0230745294848097
"unclassified..derived.from.Candidatus.Poribacteria."	554.174280757255	-0.234163343939736	0.0857970469189231	-2.72927043935459	0.00634746254317461	0.0230745294848097
"Roseibium"	723.973268666715	-0.228980420410321	0.0929790426607161	-2.46271002429955	0.0137891386747842	0.0397763615618776
"Oceanobacillus"	22004.7095463807	-0.227222380009463	0.0632892140539403	-3.59022281135938	0.000330395415971253	0.00321104272132277
"Peptostreptococcus"	21141.0630230381	-0.217952863484951	0.049366015047447	-4.41503863083683	1.00991953709151e-05	0.00050910057714916
"Oenococcus"	7787.9595382479	-0.215236231039535	0.0894380350177667	-2.40654024875187	0.016104429348252	0.0451008112344208
"Thermoanaerobacterium"	32976.9862131586	-0.21371251301402	0.0530429856468179	-4.0290438105616	5.60041816214202e-05	0.00147380121931775
"Filifactor"	9510.06453125837	-0.210436510791847	0.0580187541442546	-3.62704290872276	0.000286685667140173	0.00321104272132277
"Caldanaerobacter"	98041.2720267334	-0.207288739986803	0.0473283941753675	-4.37979660198758	1.18790134668137e-05	0.00050910057714916
"Caldicellulosiruptor"	149005.894798512	-0.201377779107381	0.050076722691579	-4.02138495259883	5.78569641055126e-05	0.00147380121931775
"Cellulosilyticum"	53218.8904297617	-0.198962632333673	0.0710798359672465	-2.79914309911118	0.00512384246123243	0.0197070863893555
"Coprobacillus"	18519.8354793985	-0.197536357206956	0.0798278752791259	-2.47452855930652	0.0133412153662299	0.0388579088336793
"Cylindrospermopsis"	616.810534164978	-0.195078888561766	0.0760762003614927	-2.56425646437133	0.0103397112169166	0.0316521771946427
"Anaerotruncus"	95578.4195643231	-0.193612721416923	0.0668206659544771	-2.89749763267588	0.00376152577077793	0.0157826256116557
"Lactococcus"	25147.6538086521	-0.190082587121063	0.0649470630406244	-2.92673106714874	0.00342544942963809	0.0148015357820428
"Turicibacter"	24324.4045534255	-0.189002412030539	0.0672356488343156	-2.81104466614556	0.00493809301663821	0.0191151987740834
"Jonquetella"	3216.40732023687	-0.188077713341378	0.0516141218618637	-3.64391965913391	0.00026851726787398	0.00321104272132277
"Gemmata"	1870.28033167252	-0.186392879982522	0.0625168076428792	-2.98148429214864	0.0028685476207557	0.0130388528216168
"Acetohalobium"	10478.0595125961	-0.184568102658948	0.0482209085544123	-3.82755340353411	0.000129423309667208	0.00235315108485833
"Thermosediminibacter"	24419.6984875552	-0.181854528335358	0.0589659648249461	-3.08405923442845	0.0020419693475711	0.00987287062532177
"Halothermothrix"	23101.4178616134	-0.18175121825879	0.040344713094328	-4.50495751038918	6.6386224295624e-06	0.000472256170982304
"Caminibacter"	985.555452993288	-0.178396356735385	0.0632387977067246	-2.8209953889812	0.00478748910111324	0.0187744670631892
"Epulopiscium"	13243.8242603561	-0.176359529673799	0.0554996014251889	-3.17767200385257	0.00148462599032555	0.00788296986013565
"Thermobaculum"	6423.09514558869	-0.168662473205359	0.0419875208064746	-4.01696670738774	5.895204877271e-05	0.00147380121931775
"Oscillatoria"	999.231270820445	-0.167321972161587	0.0543010736427215	-3.08137502515136	0.00206046952302532	0.00987287062532177
"Arthrospira"	1802.3917757335	-0.166394134538304	0.0536662134275347	-3.10053800913279	0.00193169419934144	0.00957864892235424
"Hydrogenivirga"	1634.47506823208	-0.163349330289552	0.0635253616476451	-2.57140338996571	0.0101287271029662	0.0312919633239733
"Dethiobacter"	9040.41190055854	-0.161483689917392	0.038407433544832	-4.20449051168431	2.61670914709564e-05	0.000826329204345993
"Finegoldia"	36480.6235551334	-0.158845470166945	0.0643502656896938	-2.46845088306116	0.0135699273487838	0.039333122750098
"Moorella"	28321.8987626024	-0.157658688590583	0.0471977176499552	-3.34038797722951	0.000836614245552524	0.00528387944559489
"Dictyoglomus"	14317.9885144282	-0.156024116614171	0.0409155732899694	-3.81331859897025	0.000137113173539634	0.00241964423893472
"Thermincola"	23896.4969224092	-0.155942920519741	0.0545065679352948	-2.8609932055319	0.00422316102674187	0.017120923081386
"Alkaliphilus"	158963.057684594	-0.155002639566313	0.0589568545234095	-2.62908597853991	0.00856147119548342	0.0283805674988401
"Syntrophothermus"	10687.2600289692	-0.154514212819825	0.0444280948870113	-3.47784916757701	0.000505454260058038	0.00392446733424737
"Thermodesulfovibrio"	4799.29560137887	-0.153001470453909	0.0455253901535584	-3.36079427189599	0.000777186909358937	0.0050141090926383
"Hydrogenobaculum"	2170.7307632063	-0.148809661077793	0.0428607284757957	-3.47193494767195	0.000516721532342571	0.00392446733424737
"Alicyclobacillus"	16510.3331917564	-0.141348238281606	0.0549147098333288	-2.57395948572998	0.0100542045675924	0.0312565945106498
"Thermaerobacter"	9390.87938392162	-0.14106115626581	0.0525414218345311	-2.68476092462923	0.00725817042463688	0.0254672646478487
"Halanaerobium"	9051.00357655229	-0.141011277525256	0.0403512776239682	-3.49459263320814	0.000474785817534627	0.00379828654027701
"Ammonifex"	8447.79989351947	-0.139391332856689	0.0434998166511723	-3.2044119628015	0.00135338673328851	0.00731560396372169
"Carboxydothermus"	35688.7828854198	-0.139132349112858	0.0421564692344709	-3.30037955358679	0.0009655414889296	0.00585176659957333
"Thermotoga"	32552.1330559901	-0.13737979593757	0.0442553532000779	-3.10425261586948	0.00190760380076401	0.00953801900382005
"Anaerobaculum"	2359.03901483467	-0.135177867059366	0.0394488102417226	-3.42666524620296	0.000611041846490051	0.00426308264993059
"Sebaldella"	23208.9481473686	-0.130044288595781	0.0468770008112317	-2.77415974455051	0.00553444947033635	0.0210168967227963
"Thermosynechococcus"	4364.27854110454	-0.127881632131289	0.045484853180483	-2.81152126893446	0.00493078306858697	0.0191151987740834
"Deferribacter"	5422.20948176895	-0.127656073686805	0.0406822482711494	-3.13788148668604	0.00170173667638465	0.00880208625716196
"Streptobacillus"	7913.26100527031	-0.127608157271887	0.0427852798244103	-2.98252477944723	0.00285881505150051	0.0130388528216168
"Desulfotomaculum"	72810.4329455532	-0.123927973220584	0.0495454847467927	-2.50129701735547	0.0123739352823875	0.0363939273011397
"Ktedonobacter"	3435.65815567068	-0.120285733849492	0.0448392911603296	-2.68259668555849	0.00730530317063207	0.0254836157115072
"Oscillochloris"	1213.36340822275	-0.119341017630397	0.044754511500789	-2.66656955083272	0.00766297488318953	0.0259761860447103
"Sulfurihydrogenibium"	7032.09186917706	-0.116810365676469	0.0486643829505996	-2.40032563024679	0.016380492874165	0.0452916853663548
"Prochlorococcus"	8438.83948739461	-0.116188827163615	0.0459818383659554	-2.5268417116972	0.0115093362711149	0.0344504804679897
"Thermomicrobium"	3327.65188385916	-0.112685496293312	0.0458370335552654	-2.45839417503857	0.013955990084236	0.0400650433040269
"Aminomonas"	1616.26407318466	-0.112525207491989	0.0427538253985264	-2.63193308301875	0.00849005831618524	0.0283001943872841
"Aquifex"	6187.90515396191	-0.111041217914932	0.0428988966456676	-2.58843995061457	0.00964117553077255	0.030606906446897
"Thermosipho"	13056.7412376671	-0.101504547461086	0.0273809099405455	-3.70712834896619	0.000209622718410713	0.00292496816387041
"Nitratiruptor"	3921.57341405045	-0.101177217487456	0.0376708047128119	-2.68582575442156	0.00723508090019991	0.0254672646478487
"Herpetosiphon"	4972.97453353134	-0.100969284781814	0.0273382754814662	-3.69333043155063	0.000221336118581013	0.00301821979883199
"Nautilia"	2040.4988478411	-0.0963134929676873	0.0331708140975249	-2.90356132606567	0.00368944705924872	0.0155892129264031
"Coprothermobacter"	4437.93034842891	-0.0827266495822143	0.0289756067591071	-2.8550445990648	0.00430307857506717	0.0172123143002687
"Thiomicrospira"	3714.78685970676	0.10225278175362	0.0307869267097588	3.32130526432858	0.000895974822496068	0.00554211230409939
"Sulfuricurvum"	1286.07527668165	0.10940086146399	0.0313009791099058	3.49512585787988	0.000473838261244386	0.00379828654027701
"Rhodopseudomonas"	12533.102272935	0.119707499417455	0.0507050099647896	2.3608613724873	0.0182325447718905	0.0497251221051558
"Maricaulis"	2575.41105856182	0.129040168362036	0.0500207011806732	2.57973529591172	0.00988760734373132	0.0312240231907305
"Reinekea"	3023.93816137379	0.132656708018019	0.0428344165317692	3.09696544879118	0.00195512660410636	0.0096153767415067
"Saccharophagus"	5590.16684993061	0.136421292032435	0.0479141048322291	2.84720527515047	0.00441049123723586	0.0175251307439835
"Endoriftia"	369.167174555555	0.148442252513031	0.0538150869354788	2.75837615371698	0.00580893118280716	0.0217834919355269
"Prosthecochloris"	2718.09797631432	0.162542777326809	0.0607724179182144	2.67461428876426	0.00748152707297376	0.0256769665978855
"Hahella"	5254.98763933055	0.165851884657465	0.0505944576563933	3.27806428490311	0.00104521589184451	0.0061070385658173
"Methylobacter"	1130.40424097102	0.166424871694292	0.063657080604838	2.61439686069493	0.00893851434354411	0.0291473293811221
"Chlorobium"	28363.73602853	0.173771156885606	0.0593428719009906	2.9282566097497	0.0034086859158882	0.0148015357820428
"Allochromatium"	2342.66012688103	0.180265338981432	0.0501549621211449	3.59416758298048	0.00032543033533048	0.00321104272132277
"Candidatus.Accumulibacter"	2089.57505300885	0.181046861338278	0.0751699180570687	2.40850151254426	0.0160181599138313	0.0451008112344208
"Halothiobacillus"	1310.30369705699	0.196187552312409	0.0528164951234496	3.71451289703821	0.000203595486740351	0.00290850695343358
"Methylophaga"	865.864973206585	0.201788535776297	0.0829048395791492	2.43397776053411	0.0149339126149319	0.0426683217569484
"Chloroherpeton"	8030.55101968709	0.215187189100201	0.0735903397630526	2.92412278286884	0.00345428464405874	0.014804077045966
"Stenotrophomonas"	3420.43503157695	0.217178465528579	0.0835363196350121	2.59980887926926	0.00932756931161286	0.0300889332632673
"Pelodictyon"	10940.6807594588	0.217241173676436	0.0573038910293954	3.79103704432562	0.000150019574213162	0.00250032623688603
"Rhodothermus"	10225.0390529462	0.230702308117898	0.0641412364003306	3.59678610929784	0.000322173186751455	0.00321104272132277
"Nitrosomonas"	5840.12918367779	0.232781013805737	0.0862112224912538	2.70012426548473	0.00693135811548905	0.0247548504124609
"Salinibacter"	8155.30477573674	0.233223693603066	0.059032382990013	3.95077551998065	7.78983634518837e-05	0.00166925064539751
"Basfia"	6248.80790790061	0.235930101999191	0.0991023832245932	2.3806703161165	0.017281170388913	0.0473456722983918
"Oxalobacter"	5169.73602294791	0.239933704833104	0.0866816647943839	2.76798681015468	0.00564037383430125	0.021284429563401
"unclassified..derived.from.Gammaproteobacteria."	8259.14378789867	0.247552845182042	0.0567535515630639	4.36189169424866	1.28942699871234e-05	0.000515770799484935
"Chromohalobacter"	3331.10317842439	0.252416905069789	0.0599672556757649	4.20924556618989	2.56224793990771e-05	0.000826329204345993
"Arcanobacterium"	21189.866249173	0.253379707184768	0.0925416344560056	2.73800769431217	0.00618126297182315	0.0228831651671702
"Marinomonas"	5966.09715002748	0.258073805047718	0.064689639969293	3.98941476827233	6.62365137137938e-05	0.00152853493185678
"Marinobacter"	5950.08655264035	0.261050355384177	0.0769117097698052	3.39415618461083	0.000688404196847964	0.00454804942977157
"Cellvibrio"	4193.30830073711	0.268550282783441	0.0812606513993619	3.30480100957632	0.000950438543846471	0.00581901149293758
"Dechloromonas"	4896.43420591625	0.273763574000612	0.107682973505883	2.54231068373735	0.01101222396535	0.0332747460030072
"Wigglesworthia"	285.159970090165	0.2938190078792	0.101906015705908	2.88323516373298	0.00393613470942889	0.0160658559568526
"Photobacterium"	14680.984621547	0.296758419161425	0.0833057591662195	3.56227975270359	0.000367648310473894	0.00328381559809636
"Alcanivorax"	3425.57189543145	0.305350242213714	0.0917975694047199	3.32634343364231	0.000879934380042929	0.00549958987526831
"Kangiella"	2665.80722200826	0.313359054994724	0.0686754597111839	4.5628970859833	5.04525490511573e-06	0.000472256170982304
"Neptuniibacter"	1000.1149174908	0.31619991864548	0.101216976584088	3.1239810683615	0.00178421936177112	0.00907348889332022
"Gallionella"	1969.19763792454	0.316707968351135	0.0800621015009492	3.95577885683378	7.62857050786726e-05	0.00166925064539751
"Aliivibrio"	8696.49867517339	0.31935721806657	0.0919230414915473	3.47418028042443	0.000512416625990239	0.00392446733424737
"Xenorhabdus"	2264.8170515918	0.335627529784145	0.130365874957396	2.57450448511798	0.0100383785031147	0.0312565945106498
"Aurantimonas"	1726.77480021637	0.340858372458688	0.126467572028997	2.69522350267414	0.00703414305963243	0.0249732889691092
"Haemophilus"	29389.2965705935	0.344721377512072	0.134132896754936	2.56999875386191	0.0101698880802913	0.0312919633239733
"Albidiferax"	3472.72665141087	0.348596084749627	0.0966438604000339	3.60701738637817	0.000309736913572827	0.00321104272132277
"Aromatoleum"	4458.99241047865	0.352559943279204	0.107763953855061	3.27159435661932	0.00106942895703453	0.00616978244443
"Shewanella"	43888.8630616528	0.35854650768856	0.0886031253996269	4.04665756508483	5.19541577869692e-05	0.00147380121931775
"Alteromonas"	3639.04756798591	0.370030853494172	0.103098196089131	3.58911084316425	0.000331807747870019	0.00321104272132277
"Colwellia"	4126.80829427177	0.371769818022045	0.0822921709657393	4.51768149581111	6.25204323661361e-06	0.000472256170982304
"Flavobacterium"	87229.124968197	0.372650440345167	0.117896139631168	3.16083666107292	0.00157316689381229	0.0082078272720641
"Pseudoalteromonas"	12225.2829291085	0.373843227910177	0.0960374128878846	3.8926832436293	9.91415627755483e-05	0.0019188689569461
"Methylibium"	2194.23104262412	0.376144661864528	0.145931033138081	2.57755087301147	0.00995032334669912	0.0312565945106498
"Bermanella"	872.228917079526	0.379416449679776	0.086626307058592	4.37992178776763	1.18721912836739e-05	0.00050910057714916
"Bacteroides"	5930543.43322733	0.381152514111065	0.118722718768785	3.21044293850251	0.0013253057840965	0.00722894064052635
"Microscilla"	12286.8513045089	0.385598277202434	0.126735417274323	3.04254552906701	0.00234586327095027	0.0109109919579082
"Mucilaginibacter"	11553.9306148801	0.387046860302466	0.126303753594012	3.06441296706495	0.0021809762226748	0.0102233260437881
"Azoarcus"	3597.02098849021	0.388099999076	0.13692279825933	2.83444396411578	0.00459055079257174	0.0181205952338358
"Psychromonas"	7286.19221391242	0.397000073570832	0.114964776196946	3.45323225690217	0.000553911866359777	0.00395651333114126
"Thauera"	2207.31352194154	0.402147902133486	0.13677194210468	2.94028070337481	0.00327915029174842	0.0144668395224195
"Psychroflexus"	5776.66069932296	0.402305711302371	0.122758512310705	3.27721233932946	0.00104837495379864	0.0061070385658173
"Chryseobacterium"	9597.69303288008	0.40535663208471	0.119136620496168	3.40245199499973	0.000667840865756348	0.0045032083092675
"Spirosoma"	37144.2930639479	0.406845037652795	0.112324931024283	3.62203683494665	0.000292292488123123	0.00321104272132277
"unclassified..derived.from.Bacteroidetes."	56451.8005521311	0.408101738960656	0.152669968121068	2.67309768897724	0.00751543613984396	0.0256769665978855
"Polaromonas"	5340.73959596212	0.412055792608687	0.133804940948738	3.0795259852665	0.00207330283131757	0.00987287062532177
"Kordia"	8220.94459021449	0.413484349288932	0.12795582685309	3.23146166499839	0.00123158842880729	0.00682521922078744
"Paludibacter"	158117.378130335	0.415190961115904	0.156431917222428	2.6541320242566	0.00795127101314721	0.0268020371229681
"Variovorax"	1392.1583644574	0.415312356581448	0.139413071827942	2.9790058502836	0.00289185256841452	0.0130459514364565
"Leptothrix"	1881.79768224582	0.415586613710744	0.142872910841651	2.90878523621142	0.00362836018529663	0.0154398305757304
"Maribacter"	23623.2346896304	0.419815207707777	0.120808938715482	3.47503431593324	0.000510788004707757	0.00392446733424737
"Vibrio"	91402.8699470781	0.420183033920686	0.157232763468486	2.67236309183679	0.0075319102020464	0.0256769665978855
"Herminiimonas"	3138.04495373033	0.421004297368578	0.159836342137284	2.63397104650316	0.00843926840772055	0.0282880505286722
"Acidovorax"	7763.53562691932	0.421022665225359	0.175743551090518	2.39566494823191	0.016590247692054	0.045661232179965
"Dyadobacter"	32882.2038743601	0.422490765741727	0.115718764704989	3.65101344469772	0.000261207564251162	0.00321104272132277
"unclassified..derived.from.Vibrionales."	619.829368660629	0.423254777223891	0.135487374560563	3.1239425710083	0.00178445281568631	0.00907348889332022
"Algoriphagus"	12166.6721476435	0.424313096557421	0.124643457435533	3.40421475212111	0.00066354563448672	0.0045032083092675
"Candidatus.Sulcia"	1586.05672089569	0.425691346023499	0.120438318356509	3.5345175176177	0.000408520355516756	0.00350160304728648
"Candidatus.Azobacteroides"	21838.9696628809	0.427420981139253	0.12994285456404	3.28929961230462	0.00100437046539666	0.00601316437241672
"unclassified..derived.from.Flavobacteriaceae."	14074.5063956162	0.428204505976541	0.119994052035102	3.56854776311144	0.000358965420222996	0.00326332200202724
"Blattabacterium"	3472.62255386202	0.431708727854794	0.124978560349638	3.45426228824411	0.000551800429844232	0.00395651333114126
"Leeuwenhoekiella"	21553.9750898249	0.437337033482949	0.121626798342153	3.59572922615835	0.000323484139310764	0.00321104272132277
"Cytophaga"	42761.9741002146	0.438088274371215	0.124591498140587	3.51619717965734	0.000437775730808242	0.00364813109006869
"Ferrimonas"	2405.03705296703	0.44124751514595	0.135186634459825	3.26398772267004	0.00109855925718897	0.00627748146965123
"Riemerella"	15680.2254789227	0.442042884907756	0.1230972826175	3.59100441137531	0.000329406059901318	0.00321104272132277
"Chitinophaga"	41091.2767240148	0.44343197315035	0.118299576419472	3.74838174887466	0.00017797921621783	0.00266968824326745
"unclassified..derived.from.Flavobacteriales."	15170.1759345662	0.444228892303793	0.128506656407677	3.45685511336093	0.000546518602722579	0.00395651333114126
"Photorhabdus"	6729.94982339892	0.444457806448729	0.15373240544138	2.89111332885639	0.00383879662187548	0.0159949859244812
"Proteus"	6403.6498304111	0.444546922103233	0.129589203293273	3.43043178602757	0.000602621469657725	0.00425379860934865
"Gramella"	40043.3356507068	0.446428832820593	0.125434011805734	3.55907322419058	0.000372165767784255	0.00328381559809636
"Aggregatibacter"	4456.11114510373	0.447353597572594	0.151532761137998	2.95219063001959	0.00315528071141802	0.0140234698285245
"Pedobacter"	79612.649134116	0.447751431032566	0.125203404919777	3.57619212767784	0.000348635466850435	0.00326332200202724
"Pantoea"	4460.94638691443	0.447977657639862	0.155270539273089	2.88514266606597	0.00391236322106341	0.0160658559568526
"Candidatus.Amoebophilus"	7171.11523065057	0.448496209948335	0.122294616538415	3.66734221540697	0.000245084690506243	0.00321104272132277
"Parabacteroides"	617333.2680382	0.452023619751691	0.123433287470586	3.66208847722223	0.000250167421912586	0.00321104272132277
"Idiomarina"	5356.51187061563	0.453017678025584	0.103401972327699	4.3811318858589	1.18064377078605e-05	0.00050910057714916
"Leadbetterella"	23105.1255723827	0.453461666928215	0.119575988081226	3.7922468733454	0.000149290391239806	0.00250032623688603
"Polaribacter"	29212.8509191884	0.453775571687236	0.128868460469992	3.5212306411692	0.000429548824250131	0.00362999006408561
"Delftia"	2352.82824499035	0.453785287052537	0.174727971534432	2.59709583455625	0.00940156892579246	0.0301654617939865
"Sphingobacterium"	22557.3302754326	0.457236349192315	0.127682797411861	3.58103329861599	0.000342238028827757	0.00325940979835959
"Croceibacter"	18078.7006212215	0.459057931096336	0.13280162438083	3.45671924749891	0.000546794200705349	0.00395651333114126
"Porphyromonas"	216495.931809368	0.46181038800594	0.123105641908042	3.75133406437136	0.000175896149301853	0.00266968824326745
"Zunongwangia"	23012.2511703549	0.464029417581228	0.119191683375786	3.89313586685608	9.89566929937695e-05	0.0019188689569461
"Polynucleobacter"	2947.2900975927	0.464989888016451	0.16735227503124	2.77850951192417	0.00546089144191893	0.0208696488226201
"Dokdonia"	14092.2007639166	0.467520481343696	0.130900663731511	3.57156692728941	0.00035485184022921	0.00326332200202724
"Marivirga"	22146.0263968071	0.469233478781127	0.129255601800371	3.63027576557832	0.000283118573513721	0.00321104272132277
"unclassified..derived.from.Flavobacteria."	21361.6268286437	0.471635495050847	0.131130806037097	3.59667960034824	0.00032230507425758	0.00321104272132277
"Capnocytophaga"	55206.4246910763	0.472149737508048	0.122929863682908	3.84080583320206	0.000122631085739747	0.00229933285762026
"Providencia"	4498.18461282211	0.472421999188339	0.145657573359347	3.24337408823118	0.00118123007329248	0.00662372003715407
"Robiginitalea"	19351.3584021556	0.490575426228183	0.125714605599754	3.90229459725675	9.52850873183304e-05	0.0019188689569461
"Lutiella"	1271.31237157159	0.495241595189874	0.19018097132353	2.6040544000976	0.00921281325420937	0.0298793943379763
"unclassified..derived.from.Vibrionaceae."	1249.00954574925	0.521074996243514	0.176036001901192	2.9600478914307	0.00307591222319827	0.0137727412979027
"Dickeya"	4803.1014241778	0.525260566679276	0.154779458977011	3.39360642653037	0.000689787496848688	0.00454804942977157
"Pasteurella"	5817.46923100371	0.532814481637399	0.146018043869711	3.6489632891728	0.000263300722817851	0.00321104272132277
"Pectobacterium"	7042.00322706935	0.537736671124236	0.168482856963247	3.19164027021182	0.0014146740136629	0.00757861078747983
"Alicycliphilus"	835.448254695266	0.541774178249909	0.207194067689733	2.61481510687458	0.0089275768499022	0.0291473293811221
"Burkholderia"	61921.7636624894	0.555927255561017	0.231130146280835	2.40525636532733	0.0161611240256675	0.0451008112344208
"Janthinobacterium"	3183.63400180464	0.55670365588262	0.190234542346179	2.92640678720461	0.00342902245617324	0.0148015357820428
"Thiomonas"	1128.57197274942	0.564748395168189	0.207051849166582	2.72756991759018	0.00638027346662196	0.0230745294848097
"Alistipes"	426581.017558943	0.573020680518015	0.133486256582156	4.29273166534072	1.76488250032396e-05	0.000661830937621486
"Serratia"	6820.96040197363	0.59305143158298	0.18255936733016	3.24854013385378	0.00115998843611762	0.00656597227991105
"Edwardsiella"	3689.61434467672	0.594621907195388	0.159506320981762	3.7278892995305	0.000193090153619816	0.00282570956516804
"Pseudomonas"	54866.676412407	0.614450696458076	0.174961984360554	3.51190973687085	0.000444899074485844	0.00365670472180146
"Azotobacter"	2114.93022294805	0.614923638248813	0.187071257579475	3.28710912732049	0.00101221600269015	0.00601316437241672
"Cupriavidus"	9328.75181450263	0.615574122607737	0.200307133499741	3.07315127450782	0.00211811085812946	0.0100068229517927
"Ralstonia"	8291.86236904303	0.638675772628292	0.223446110281635	2.85829890627004	0.00425918974937312	0.0171510996619052
"Moritella"	1603.24396768506	0.644734223053809	0.203165046071606	3.17345052960818	0.00150638570710662	0.00792834582687694
"Aeromonas"	12909.6628153073	0.674253431312141	0.199856713666347	3.37368417073935	0.000741694122878266	0.00483713558398869
"Treponema"	134253.905790116	0.685520573051313	0.272193297876365	2.51850643788698	0.0117853729017116	0.0350060581238958
"unclassified..derived.from.Alteromonadales."	1084.08892435638	0.692426207317534	0.192078713923028	3.60490859801889	0.000312262807789051	0.00321104272132277
"Erwinia"	3831.01536780725	0.69485460455677	0.22526824242654	3.08456530344423	0.00203849852816259	0.00987287062532177
"Tolumonas"	6707.35475688326	0.732083459354421	0.253823109888678	2.88422697080458	0.00392375838760081	0.0160658559568526
"Herbaspirillum"	1862.01529814217	0.766842173180887	0.228748198973893	3.35234190529477	0.00080130992266484	0.00511474418722238
"Limnobacter"	1055.59421787331	0.86293252981912	0.277948798888839	3.10464565153324	0.00190507104778209	0.00953801900382005
"unclassified..derived.from.Proteobacteria."	24.5763010290688	0.912099110970094	0.36110161508525	2.52587934494495	0.0115409109567766	0.0344504804679897
"Corynebacterium"	73049.239310598	0.962990485740228	0.383896152371086	2.50846610415978	0.0121256601123152	0.0358393894945276
