"farm"	"broadclass"	"type"	"protein"	"gene"	"padj"	"median_feces"	"median_rumen"	"median_SNP"	"IQR_feces"	"IQR_rumen"	"IQR_SNP"	"prestotal_feces"	"prestotal_rumen"	"prestotal_SNP"	"persamp.pres_feces"	"persamp.pres_rumen"	"persamp.pres_SNP"
"1"	"Drugs"	"Aminocoumarins"	"Aminocoumarin_efflux_pump"	"NOVA"	0	0.162807309926336	0.205260427535066	0	0.162814742579921	0.21876572995272	0	15	12	0	0.3125	0.25	0
"1"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"GYRBA"	0	0.0160674930221964	0.0334980667492109	0	0.0083002628995406	0.0213195414412735	0.000376189204288496	16	16	5	0.333333333333333	0.333333333333333	0.104166666666667
"1"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	0	0.0740451596268339	0.0263649001764212	0	0.0273825635107676	0.0206757069114399	0.000897937706475531	16	16	6	0.333333333333333	0.333333333333333	0.125
"1"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARY"	0	0.315147638272541	0.26813961882261	0	0.208135633583582	0.160225621351352	0	16	16	3	0.333333333333333	0.333333333333333	0.0625
"1"	"Drugs"	"Aminoglycosides"	"16S_rRNA_methyltransferases"	"RMTF"	0	0.135799852490741	0	0	0.154092953286113	0.0452417779000518	0	11	6	0	0.229166666666667	0.125	0
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"	0	0.232110757361917	0.173952155264086	0	0.298869091780046	0.279054918904965	0.0068815513039226	16	16	5	0.333333333333333	0.333333333333333	0.104166666666667
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT6"	0	0.239522953861205	0.152171540421891	0	0.246131425337755	0.134810981059335	0.00105473776007462	16	16	4	0.333333333333333	0.333333333333333	0.0833333333333333
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT9"	0	0.410739699675875	0.0140545625832342	0	0.365676402663743	0.0169892570541059	0	16	15	2	0.333333333333333	0.3125	0.0416666666666667
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH2-DPRIME"	0	0.190976426138872	0.0694881871024084	0	0.0686943584668467	0.0694175201894254	0	16	15	0	0.333333333333333	0.3125	0
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-DPRIME"	0.013336032388664	0.00855509968365391	0.0275561416441586	0.00188012966647186	0.0150854599350842	0.0676820114514166	0.0173131857960091	14	16	8	0.291666666666667	0.333333333333333	0.166666666666667
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-PRIME"	0	0	0.093831957612694	0	0.0280762507365089	0.253276214171889	0.0265608678810766	7	15	7	0.145833333333333	0.3125	0.145833333333333
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH6"	0.00254756380510441	0.00607203239591057	0.0069811360615961	0	0.00594621029381738	0.00538828316031547	0.00088478308031597	16	15	4	0.333333333333333	0.3125	0.0833333333333333
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"A16S"	0	0.680013448001918	0.204940624081763	0.000230361485922197	0.160195575943235	0.146899518285667	0.00037177221954717	16	16	15	0.333333333333333	0.333333333333333	0.3125
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RPSL"	0	0.0607957014706796	0.229434282168405	0	0.0963475183248695	0.124497234872331	0	15	16	0	0.3125	0.333333333333333	0
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSA"	0	0.665406219923041	0.208656546980251	0.000205169202662167	0.155964454183027	0.152102375482867	0.000374293918229944	16	16	15	0.333333333333333	0.333333333333333	0.3125
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSC"	0	0.733061915201269	0.224895961988278	0.000295707601463389	0.157554521753091	0.152702729352915	0.000369445205251395	16	16	14	0.333333333333333	0.333333333333333	0.291666666666667
"1"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSH"	0	0.733028315198577	0.22492221383027	0.000295673999281466	0.157457783669124	0.152671676012059	0.000369403224034356	16	16	14	0.333333333333333	0.333333333333333	0.291666666666667
"1"	"Drugs"	"Bacitracin"	"Undecaprenyl_pyrophosphate_phosphatase"	"BACA"	0.04	0	0	0	0.00187103505550574	0	0	6	1	1	0.125	0.0208333333333333	0.0208333333333333
"1"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"ACI"	0	0.00850829742341807	0.00246772253402849	0	0.0155811094841014	0.0046119248099219	0	15	16	0	0.3125	0.333333333333333	0
"1"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CFX"	0	0.591720073622349	0	0	0.363597014356329	0	0	16	3	1	0.333333333333333	0.0625	0.0208333333333333
"1"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"ROB"	0	0.0103254861099713	0	0	0.028510955793854	0	0	9	2	0	0.1875	0.0416666666666667	0
"1"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"CFIA"	0	0.188804671580767	0.148584890439428	0	0.260526454226784	0.211189534231926	0	14	14	0	0.291666666666667	0.291666666666667	0
"1"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"AMPH"	0.0329606003752345	0.000251204574330134	0.000571257150984747	0	0.00260438751910762	0.00211888119477778	0	8	9	1	0.166666666666667	0.1875	0.0208333333333333
"1"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2"	0.00254756380510441	0.000560957013035951	0	0	0.00216944961990695	0.000414649536678933	0	11	6	1	0.229166666666667	0.125	0.0208333333333333
"1"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP4B"	0	0.000223620939025559	0	0	0.00211545177028626	0	0	8	0	1	0.166666666666667	0	0.0208333333333333
"1"	"Drugs"	"Cationic_antimicrobial_peptides"	"Cationic_peptide-resistant_16S_ribosomal_subunit_protein"	"CAP16S"	0	0.733077460196385	0.224904080839157	0.000295707601463389	0.157554521753091	0.152702729352915	0.000369445205251395	16	16	14	0.333333333333333	0.333333333333333	0.291666666666667
"1"	"Drugs"	"Cationic_antimicrobial_peptides"	"Lipid_A_modification"	"PMRF"	0.00254756380510441	0.000246727998607327	0	0	0.00367771018281226	0	0	8	2	0	0.166666666666667	0.0416666666666667	0
"1"	"Drugs"	"Cationic_antimicrobial_peptides"	"Lipid_A_modification"	"UGD"	0	0.0019296423961441	0.000463120943543752	0	0.0123535137752406	0.000629850090597784	0	13	9	1	0.270833333333333	0.1875	0.0208333333333333
"1"	"Drugs"	"Cationic_antimicrobial_peptides"	"Polymyxin_B_resistance_regulator"	"ARNA"	0	0	0.269465233108628	0	0.12839147760769	0.356873656131324	0	7	11	0	0.145833333333333	0.229166666666667	0
"1"	"Drugs"	"Cationic_antimicrobial_peptides"	"Polymyxin_B_resistance_regulator"	"BASRS"	0.00254756380510441	0	0	0	0	0.482305794015493	0	0	6	0	0	0.125	0
"1"	"Drugs"	"Cationic_antimicrobial_peptides"	"Polymyxin_B_resistance_regulator"	"BASRS"	0	0.115931052627969	0	0	0.157040949587662	0	0	14	1	0	0.291666666666667	0.0208333333333333	0
"1"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	0	0.307863907018737	0.0790533530008	0.000191419708684237	0.0554482633286315	0.0448710373462382	0.000276660425482189	16	16	11	0.333333333333333	0.333333333333333	0.229166666666667
"1"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA"	0	0.0447353112060844	0.0170217312885768	0.000169048921933838	0.0103036523047338	0.00957366375583509	0.00032749412868851	16	16	11	0.333333333333333	0.333333333333333	0.229166666666667
"1"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRB"	0	0.0951475006864095	0.0710690220607083	0	0.0315333301337007	0.0529765928945205	0.000104282364431724	16	16	4	0.333333333333333	0.333333333333333	0.0833333333333333
"1"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC"	0	0.0100608040867244	0.00385874959328104	0	0.0055421818070701	0.00293533568779132	0.000125582474522828	16	16	5	0.333333333333333	0.333333333333333	0.104166666666667
"1"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PAREF"	0	0.00965159120993046	0.00514076093909585	0	0.00740686503204328	0.00530658398216378	0	16	16	3	0.333333333333333	0.333333333333333	0.0625
"1"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	"MURA"	0	0.00139636621363552	0.000465423210905711	0	0.00546792876216637	0.0011721612067594	0	14	10	1	0.291666666666667	0.208333333333333	0.0208333333333333
"1"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	"PTSL"	0.00714533622559653	0.000374275916637755	0.0004670147277912	0	0.00207757730800918	0.00122120885450925	0	10	11	1	0.208333333333333	0.229166666666667	0.0208333333333333
"1"	"Drugs"	"Fusidic_acid"	"Fusidic_acid-resistant_mutation"	"FUSA"	0	0.240800664619025	0.0406162370671573	0	0.0769028358783495	0.0274355761061617	0	16	16	3	0.333333333333333	0.333333333333333	0.0625
"1"	"Drugs"	"Fusidic_acid"	"Fusidic_acid-resistant_mutation"	"FUSE"	0	0.138283099208247	0	0	0.123115155740354	0.0308756990052136	0	16	7	0	0.333333333333333	0.145833333333333	0
"1"	"Drugs"	"Glycopeptides"	"VanA-type_accessory_protein"	"VANYA"	0.011319587628866	0	0	0	0.201450316575986	0	0	6	1	0	0.125	0.0208333333333333	0
"1"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	"VANRA"	0.00714533622559653	0.0375850947216073	0	0	0.140377954384913	0.0966596409836364	0	9	6	0	0.1875	0.125	0
"1"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANXA"	0	0.0750047646344155	0.132395579759118	0	0.0791023908163964	0.134501158773583	0	14	15	0	0.291666666666667	0.3125	0
"1"	"Drugs"	"Glycopeptides"	"VanC-type_regulator"	"VANRC"	0	0.212530341418987	0.0119974014504446	0	0.219825346834842	0.0304177645756387	0	16	9	0	0.333333333333333	0.1875	0
"1"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	0.00254756380510441	0	0	0	0.100378401698009	0	0	6	0	0	0.125	0	0
"1"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANTC"	0.00920754716981132	0	0	0	0.070744733828527	0	0	5	0	0	0.104166666666667	0	0
"1"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANXYC"	0	0.022786489540568	0	0	0.17453668814374	0	0	10	0	0	0.208333333333333	0	0
"1"	"Drugs"	"Glycopeptides"	"Vancomycin-resistant_mutation"	"RPOC"	0	0.455535686176838	0.0887446480713339	0	0.227457721497487	0.133324020843884	0	16	16	1	0.333333333333333	0.333333333333333	0.0208333333333333
"1"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANRD"	0	0.0877633566276831	0	0	0.0861699980856903	0.0243448681235499	0	15	7	0	0.3125	0.145833333333333	0
"1"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANSD"	0	0.0549913006303541	0	0	0.142430355448857	0	0	9	3	0	0.1875	0.0625	0
"1"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VANHD"	0.00254756380510441	0.0193510749732324	0	0	0.0314107959957266	0.004471920791505	0	9	4	0	0.1875	0.0833333333333333	0
"1"	"Drugs"	"Glycopeptides"	"VanF-type_accessory_protein"	"VANYF"	0	0.263543316491223	0	0	0.318850229673801	0	0	13	1	0	0.270833333333333	0.0208333333333333	0
"1"	"Drugs"	"Glycopeptides"	"VanG-type_regulator"	"VANRG"	0	0.099500170919417	0.0437745081733192	0	0.160432813662019	0.135152983376128	0	13	8	0	0.270833333333333	0.166666666666667	0
"1"	"Drugs"	"Glycopeptides"	"VanL-type_regulator"	"VANRI"	0	0	0.1972306589932	0	0.0779462048676587	0.270849707808738	0	5	14	0	0.104166666666667	0.291666666666667	0
"1"	"Drugs"	"Glycopeptides"	"VanM-type_regulator"	"VANSM"	0	0.0669289453173068	0	0	0.107829537288134	0	0	13	2	0	0.270833333333333	0.0416666666666667	0
"1"	"Drugs"	"Glycopeptides"	"VanM-type_resistance_protein"	"VANXM"	0	0.102495312032066	0	0	0.155111360528046	0	0	10	1	0	0.208333333333333	0.0208333333333333	0
"1"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	"MCR"	0.00920754716981132	0	0	0	0	0.015997134087009	0	0	5	0	0	0.104166666666667	0
"1"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOBL"	0	0.0659014761331176	0.00890525346456912	0	0.0377598144330566	0.010994750715856	0	16	16	1	0.333333333333333	0.333333333333333	0.0208333333333333
"1"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC"	"RPOCL"	0	0.250666489668757	0.0619046119017927	0	0.078029709998594	0.0716402265635211	0	16	16	2	0.333333333333333	0.333333333333333	0.0416666666666667
"1"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_mutant"	"PGSA"	0.0292243346007605	0	0	0	0	0.0274437266881938	0	0	4	0	0	0.0833333333333333	0
"1"	"Drugs"	"Metronidazole"	"nim_nitroimidazole_reductase"	"NIMB"	0.0292243346007605	0	0	0	0	0.0772099977095153	0	0	4	0	0	0.0833333333333333	0
"1"	"Drugs"	"Metronidazole"	"nim_nitroimidazole_reductase"	"NIMI"	0.00920754716981132	0	0	0	0	0.186540370423375	0	0	5	0	0	0.104166666666667	0
"1"	"Drugs"	"Metronidazole"	"nim_nitroimidazole_reductase"	"NIMJ"	0	0	0.211047706278529	0	0	0.17641868695325	0	3	16	0	0.0625	0.333333333333333	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"CFR"	0	0.280363334305579	0.345832238319174	0	0.361633925417852	0.274451489374765	0	16	16	0	0.333333333333333	0.333333333333333	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERM"	0	0.344103796282084	0	0	0.384578488245537	0	0	15	3	0	0.3125	0.0625	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERM32"	0	0.301186269356086	0	0	0.194250646956939	0	0	15	0	0	0.3125	0	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"	0	0.0288582199055415	0.00184680642288435	0	0.0498270165592915	0.032480532380563	0	11	10	0	0.229166666666667	0.208333333333333	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMF"	0	0.385189170181062	0.00409548498101524	0	0.314490484194484	0.0229095956119286	0	16	8	0	0.333333333333333	0.166666666666667	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMG"	0	0.108011888597002	0	0	0.195532767223326	0.0137312270287518	0	15	7	0	0.3125	0.145833333333333	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMQ"	0	0.159843580818893	0	0	0.487261061620146	0	0	12	0	0	0.25	0	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMR"	0	0.0894373754660255	0	0	0.134420957482905	0	0	14	2	0	0.291666666666667	0.0416666666666667	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMT"	0	0.154186815809347	0	0	0.210342894653978	0.0191526777373855	0	14	6	0	0.291666666666667	0.125	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"LLMA"	0	0.163839701151742	0.0600216633863015	0	0.184915511169568	0.130775277867861	0	16	10	0	0.333333333333333	0.208333333333333	0
"1"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUA"	0	0.314564113236643	0.0306827560375555	0	0.144780991119375	0.0414477652573243	0	16	14	0	0.333333333333333	0.291666666666667	0
"1"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUB"	0	0	0.112789293126772	0	0	0.20783836100714	0	1	11	0	0.0208333333333333	0.229166666666667	0
"1"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUC"	0	0.76403656064215	0.11547275884456	0	0.253677520257367	0.0689613904990363	0	16	16	2	0.333333333333333	0.333333333333333	0.0416666666666667
"1"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUG"	0.0292243346007605	0	0	0	0.00163484533908733	0	0	4	0	0	0.0833333333333333	0	0
"1"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUP"	0	0.148690741427796	0	0	0.147843940109639	0	0	15	0	0	0.3125	0	0
"1"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	"MPHB"	0	0.0197331225495329	0	0	0.0167985782996647	0	0	16	1	0	0.333333333333333	0.0208333333333333	0
"1"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	"MPHN"	0	0.422957028120761	0	0	0.386312340121526	0	0	16	2	0	0.333333333333333	0.0416666666666667	0
"1"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	"MPHO"	0.0292243346007605	0	0	0	0	0.109376635861588	0	0	4	0	0	0.0833333333333333	0
"1"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	"MLS23S"	0	0.630637380903625	0.200748923170521	0.000269947855622961	0.111388383624875	0.161343036447679	0.000359435367420293	16	16	16	0.333333333333333	0.333333333333333	0.333333333333333
"1"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"LSA"	0	0.0739033738483712	0.0241404141804961	0	0.0737301157115402	0.270051614325944	0	13	10	0	0.270833333333333	0.208333333333333	0
"1"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"MSRA"	0	0.0048306328070492	0.114993674997574	0	0.013969766224783	0.188039924329347	0	8	12	1	0.166666666666667	0.25	0.0208333333333333
"1"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"MSRD"	0	0.185241943057912	0.0125065406557785	0	0.101308451140507	0.0183868749927211	0	16	12	0	0.333333333333333	0.25	0
"1"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"OLEB"	0	0.040327144339464	0.163460833626292	0	0.0275610057796819	0.121204433675126	0	14	16	1	0.291666666666667	0.333333333333333	0.0208333333333333
"1"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"OLEC"	0	0.310864952482235	0.263810818165033	0	0.216510617020328	0.2492314076845	0	16	14	1	0.333333333333333	0.291666666666667	0.0208333333333333
"1"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"TLRC"	0	0.293502978142515	0.282643197670098	0	0.206549587869347	0.192890960572604	0	16	16	2	0.333333333333333	0.333333333333333	0.0416666666666667
"1"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFA"	0	0.455533783290628	0.0357516731779444	0	0.267893295618722	0.0301614030525594	0	16	16	1	0.333333333333333	0.333333333333333	0.0208333333333333
"1"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFE"	0	0.320036672786647	0	0	0.20724147007078	0.00277857061610479	0	16	5	0	0.333333333333333	0.104166666666667	0
"1"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	"VATA"	0	0	0.121119379233741	0	0	0.149544374114601	0	2	16	0	0.0416666666666667	0.333333333333333	0
"1"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	"VATB"	0.0434460431654676	0	0	0	0.0978524428436903	0	0	6	3	0	0.125	0.0625	0
"1"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_rRNA_mutation"	"MDR23S"	0	0.778520211554399	0.245206892003752	0.000240899179299434	0.151951030422482	0.174853940412301	0.000417089808840538	16	16	11	0.333333333333333	0.333333333333333	0.229166666666667
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"CARA"	0	0.154239339863059	0.251834541585887	0	0.176508362598904	0.234194730221324	0	15	16	0	0.3125	0.333333333333333	0
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"LMRC"	0.00488	0	0.134625417118074	0	0.128119611743583	0.254309887592584	0	7	9	0	0.145833333333333	0.1875	0
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"LSAC"	0	0.136018223718935	0.0792451338912182	0	0.060112078851472	0.114495592593147	0	16	14	0	0.333333333333333	0.291666666666667	0
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"LSAE"	0	0	0.112789293126772	0	0	0.20783836100714	0	1	11	0	0.0208333333333333	0.229166666666667	0
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"MACB"	0	0.0329360389668819	0.0716564707404599	0	0.035139208545786	0.0529836587328624	0	14	15	0	0.291666666666667	0.3125	0
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"MSBA"	0.00254756380510441	0.000687891215316544	0	0	0.00283398121310303	0.000493999893832309	0	11	6	1	0.229166666666667	0.125	0.0208333333333333
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"OPTRA"	0.0349550561797753	0	0	0	0.197395206803481	0	0	6	3	0	0.125	0.0625	0
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"POXT"	0.00254756380510441	0.113666883481223	0	0	0.35250838537667	0.120838264692108	0	10	5	0	0.208333333333333	0.104166666666667	0
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"SALA"	0	0	0.161265488666214	0	0	0.307510423614189	0	0	15	0	0	0.3125	0
