"farm"	"broadclass"	"type"	"protein"	"padj"	"median_feces"	"median_rumen"	"median_SNP"	"IQR_feces"	"IQR_rumen"	"IQR_SNP"	"prestotal_feces"	"prestotal_rumen"	"prestotal_SNP"	"persamp.pres_feces"	"persamp.pres_rumen"	"persamp.pres_SNP"
"1"	"Drugs"	"Bacitracin"	"Undecaprenyl_pyrophosphate_phosphatase"	0.00625531914893617	0	0	0	0.000296892406286428	0	0	8	1	1	0.166666666666667	0.0208333333333333	0.0208333333333333
"1"	"Drugs"	"betalactams"	"Class_A_betalactamases"	0	0	0	0	0	0	0	57	46	14	1.1875	0.958333333333333	0.291666666666667
"1"	"Drugs"	"betalactams"	"Class_B_betalactamases"	0	0	0	0	0	0	0	27	21	6	0.5625	0.4375	0.125
"1"	"Drugs"	"betalactams"	"Class_C_betalactamases"	0	0	0	0	0	0	0	27	15	5	0.5625	0.3125	0.104166666666667
"1"	"Drugs"	"betalactams"	"Class_D_betalactamases"	0.041590243902439	0.00106870846929573	0.000188739927351329	0	0.00778955922039617	0.00119876633255626	0.000595818528504486	13	8	7	0.270833333333333	0.166666666666667	0.145833333333333
"1"	"Drugs"	"betalactams"	"Mutant_porin_proteins"	0	0	0	0	0.000235862884835295	0.000656767789792346	0	20	22	4	0.416666666666667	0.458333333333333	0.0833333333333333
"1"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	0	0	0	0	0.000516792173361046	0	0	30	21	3	0.625	0.4375	0.0625
"1"	"Drugs"	"Cationic_antimicrobial_peptides"	"Cationic_peptide-resistant_16S_ribosomal_subunit_protein"	0	0.733077460196385	0.224904080839157	0.000295707601463389	0.157554521753091	0.152702729352915	0.000369445205251395	16	16	14	0.333333333333333	0.333333333333333	0.291666666666667
"1"	"Drugs"	"Cationic_antimicrobial_peptides"	"Lipid_A_modification"	0	0.000573534724738181	0	0	0.00783690762317302	0.000418585706588485	0	27	13	2	0.5625	0.270833333333333	0.0416666666666667
"1"	"Drugs"	"Cationic_antimicrobial_peptides"	"Polymyxin_B_resistance_regulator"	0	0	0	0	0.126353720373276	0.310301651742856	0	21	18	0	0.4375	0.375	0
"1"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	0	0.307863907018737	0.0790533530008	0.000191419708684237	0.0554482633286315	0.0448710373462382	0.000276660425482189	16	16	11	0.333333333333333	0.333333333333333	0.229166666666667
"1"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	0	0.0185498839881134	0.00897798493876257	0	0.0924563417857416	0.0283175889124745	8.33366917660466e-05	68	69	23	1.41666666666667	1.4375	0.479166666666667
"1"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	0	0.000415353741896701	0.000365343370274236	0	0.0038696013967475	0.000894798101489196	0	39	35	5	0.8125	0.729166666666667	0.104166666666667
"1"	"Drugs"	"Fusidic_acid"	"Fusidic_acid-resistant_mutation"	0	0.224971315797682	0.0262453391744846	0	0.126642091693982	0.0444133297086834	0	32	23	3	0.666666666666667	0.479166666666667	0.0625
"1"	"Drugs"	"Glycopeptides"	"VanA-type_accessory_protein"	0.00773684210526316	0	0	0	0.201450316575986	0	0	6	1	0	0.125	0.0208333333333333	0
"1"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	0.00625531914893617	0	0	0	0.0436872877196956	0	0	10	6	0	0.208333333333333	0.125	0
"1"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	0	0	0	0	0.0681493191008378	0.0748991923401112	0	19	19	0	0.395833333333333	0.395833333333333	0
"1"	"Drugs"	"Glycopeptides"	"VanC-type_regulator"	0	0.105932507610074	0	0	0.260096394274431	0.0112661480718856	0	18	9	0	0.375	0.1875	0
"1"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	0	0	0	0	0.100378401698009	0	0	21	0	0	0.4375	0	0
"1"	"Drugs"	"Glycopeptides"	"Vancomycin-resistant_mutation"	0	0.455535686176838	0.0887446480713339	0	0.227457721497487	0.133324020843884	0	16	16	1	0.333333333333333	0.333333333333333	0.0208333333333333
"1"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	0	0.0811086041489018	0	0	0.128142400675355	0.0199072530861167	0	24	10	0	0.5	0.208333333333333	0
"1"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	0.00167045454545455	0	0	0	0	0	0	11	5	0	0.229166666666667	0.104166666666667	0
"1"	"Drugs"	"Glycopeptides"	"VanF-type_accessory_protein"	0	0.263543316491223	0	0	0.318850229673801	0	0	13	1	0	0.270833333333333	0.0208333333333333	0
"1"	"Drugs"	"Glycopeptides"	"VanG-type_regulator"	0	0	0	0	0.101940835790036	0.0218872540866596	0	14	8	0	0.291666666666667	0.166666666666667	0
"1"	"Drugs"	"Glycopeptides"	"VanL-type_regulator"	0	0	0	0	0	0.277776629937811	0	6	15	0	0.125	0.3125	0
"1"	"Drugs"	"Glycopeptides"	"VanM-type_regulator"	0	0.0669289453173068	0	0	0.107829537288134	0	0	13	2	0	0.270833333333333	0.0416666666666667	0
"1"	"Drugs"	"Glycopeptides"	"VanM-type_resistance_protein"	0	0.102495312032066	0	0	0.155111360528046	0	0	10	1	0	0.208333333333333	0.0208333333333333	0
"1"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	0.00625531914893617	0	0	0	0	0.015997134087009	0	0	5	0	0	0.104166666666667	0
"1"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	0	0.0659014761331176	0.00890525346456912	0	0.0377598144330566	0.010994750715856	0	16	16	1	0.333333333333333	0.333333333333333	0.0208333333333333
"1"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC"	0	0.250666489668757	0.0619046119017927	0	0.078029709998594	0.0716402265635211	0	16	16	2	0.333333333333333	0.333333333333333	0.0416666666666667
"1"	"Drugs"	"Metronidazole"	"nim_nitroimidazole_reductase"	0	0	0	0	0	0.215019960797981	0	3	28	0	0.0625	0.583333333333333	0
"1"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	0	0.0996101332866179	0	0	0.308349100045467	0.0162375088395506	0	148	64	0	3.08333333333333	1.33333333333333	0
"1"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	0	0.0276152577993629	0	0	0.336415150506633	0.0772282520985023	0	52	41	3	1.08333333333333	0.854166666666667	0.0625
"1"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	0	0.0197331225495329	0	0	0.330506348580593	0	0	32	7	0	0.666666666666667	0.145833333333333	0
"1"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	0	0.630637380903625	0.200748923170521	0.000269947855622961	0.111388383624875	0.161343036447679	0.000359435367420293	16	16	16	0.333333333333333	0.333333333333333	0.333333333333333
"1"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	0	0.0518927960698583	0.0382239128044976	0	0.197833689983397	0.226408161859263	0	85	80	6	1.77083333333333	1.66666666666667	0.125
"1"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	0	0.284353625272017	0.00138152207555756	0	0.445460518384724	0.0348083794966197	0	34	24	1	0.708333333333333	0.5	0.0208333333333333
"1"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	0	0	0	0	0	0.124663537451977	0	13	26	0	0.270833333333333	0.541666666666667	0
"1"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_ribosomal_RNA_methyltransferase"	0.00773684210526316	0	0	0	0	0	0	5	0	0	0.104166666666667	0	0
"1"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_rRNA_mutation"	0	0.778520211554399	0.245206892003752	0.000240899179299434	0.151951030422482	0.174853940412301	0.000417089808840538	16	16	11	0.333333333333333	0.333333333333333	0.229166666666667
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	0	0.000167919960334584	0.000559544708961974	0	0.149070373278141	0.1736041516844	0	144	147	2	3	3.0625	0.0416666666666667
"1"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_RND_efflux_pumps"	0.00323076923076923	0	0.0287038129343184	0	0.0880988496444339	0.280717626931533	0	20	24	9	0.416666666666667	0.5	0.1875
"1"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	0	0.038945421132389	0.0283673828492821	0	0.196361825700017	0.0858986813416057	0	49	48	2	1.02083333333333	1	0.0416666666666667
"1"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Isoniazid-resistant_mutant"	0.00625531914893617	0	0	0	0	0	0	5	10	0	0.104166666666667	0.208333333333333	0
"1"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Para-aminosalicylic_acid_resistant_mutant"	0	0	0.103515245030288	0	0.124707640561034	0.229028642109708	0	15	21	1	0.3125	0.4375	0.0208333333333333
"1"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Pyrazinamide-resistant_mutant"	0	0.0208530397241182	0.0136134766137852	0	0.027998874375158	0.0230329540622931	0	13	10	2	0.270833333333333	0.208333333333333	0.0416666666666667
"1"	"Drugs"	"Oxazolidinone"	"Oxazolidinone-resistant_23S_rRNA_mutation"	0	0.471480704168406	0.148178847462509	0.000152092814954741	0.115324995430768	0.117340568823285	0.000233923082643938	16	16	16	0.333333333333333	0.333333333333333	0.333333333333333
"1"	"Drugs"	"Pactamycin"	"Pactamycin-resistant_16S_ribosomal_subunit_protein"	0	0.370748370234758	0.103470118033621	0	0.283551088830053	0.0761317885391427	0	16	16	3	0.333333333333333	0.333333333333333	0.0625
"1"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	0.00323076923076923	0	0	0	0.0187877565742808	0.00745214643474111	0	14	13	2	0.291666666666667	0.270833333333333	0.0416666666666667
"1"	"Drugs"	"Phenicol"	"Phenicol-resistant_23S_rRNA_mutation"	0	0.0376411443713802	0.367190685840037	0.251485018247107	0.0790423171937887	0.215238612626034	0.11502068515969	15	16	16	0.3125	0.333333333333333	0.333333333333333
"1"	"Drugs"	"Pleuromutilin"	"Pleuromutilin-resistant_23S_rRNA_mutation"	0	0.883546055999846	0.276138057408512	0.00034903839396253	0.181752311418063	0.198892905436046	0.000520502906527293	16	16	11	0.333333333333333	0.333333333333333	0.229166666666667
"1"	"Drugs"	"Rifampin"	"Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	0	0.126799705400457	0.0487159149097145	0.000118858256006628	0.0170175577618118	0.0355286335655158	0.000395410792494348	16	16	13	0.333333333333333	0.333333333333333	0.270833333333333
"1"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	0	0	0	0	0.0217235998686276	0.00196895214034756	0	38	32	8	0.791666666666667	0.666666666666667	0.166666666666667
"1"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	0	0.42686836156506	0	0	0.414637465076731	0	0.000572727349463077	16	3	4	0.333333333333333	0.0625	0.0833333333333333
"1"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	0	0	0	0	0.0675087657912141	0	0	94	54	16	1.95833333333333	1.125	0.333333333333333
"1"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	0	0.178339669681494	0.0513107800264644	0	0.355114626462519	0.198143461033095	0	146	113	23	3.04166666666667	2.35416666666667	0.479166666666667
"1"	"Drugs"	"Tetracyclines"	"Tetracycline-resistant_16S_ribosomal_subunit_protein"	0	0.592118565038557	0.149957112632677	0.00023000486017196	0.156611060920618	0.101906391551521	0.000345515897603634	16	16	15	0.333333333333333	0.333333333333333	0.3125
"1"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	0.0135	0	0	0	0	0	0	10	1	4	0.208333333333333	0.0208333333333333	0.0833333333333333
"1"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	0	0	0	0	0.0101631322796146	0.000755757482835676	0	47	33	5	0.979166666666667	0.6875	0.104166666666667
"1"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_regulator"	0.00167045454545455	0	0	0	0.00517767345741811	0	0	6	0	0	0.125	0	0
"1"	"Metals"	"Arsenic_resistance"	"Arsenite_oxidase_regulator"	0	0.294473956553796	0.0396325482564514	0	0.288196895706427	0.0245995916213182	0	14	13	0	0.291666666666667	0.270833333333333	0
"1"	"Metals"	"Chromium_resistance"	"Chromium_resistance_protein"	0.00167045454545455	0	0	0	0	0	0	10	3	0	0.208333333333333	0.0625	0
"1"	"Metals"	"Cobalt_resistance"	"Cobalt_transporting_ATPase"	0.00167045454545455	0	0.119492799159602	0	0.116037059318507	0.186003648887921	0	6	10	0	0.125	0.208333333333333	0
"1"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	0	0	0	0	0.00122878401713284	0	0	83	66	9	1.72916666666667	1.375	0.1875
"1"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	0	0	0	0	0.00364974860841901	0.127281256129745	0	26	22	3	0.541666666666667	0.458333333333333	0.0625
"1"	"Metals"	"Iron_resistance"	"Iron_resistance_protein"	0	0.0160514399701612	0.0036462564239897	0	0.0760345441382931	0.0254580911787363	0	25	26	2	0.520833333333333	0.541666666666667	0.0416666666666667
"1"	"Metals"	"Lead_resistance"	"Lead_P-type_ATPase_transporter"	0	0	0	0	0.0211188607552237	0	0	12	5	0	0.25	0.104166666666667	0
"1"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	0	0	0	0	0.0251540962337638	0.00164150945544066	0	52	43	4	1.08333333333333	0.895833333333333	0.0833333333333333
"1"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	0	0	0	0	0.0395484986087124	0.00040485864822458	0	209	137	17	4.35416666666667	2.85416666666667	0.354166666666667
"1"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	0	0	0	0	0.00188369233912685	0	0	32	19	4	0.666666666666667	0.395833333333333	0.0833333333333333
"1"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	0	0	0	0	0.053190752257185	0.00605083655760343	0	35	29	3	0.729166666666667	0.604166666666667	0.0625
"1"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	0	0	0	0	0.0793063667492514	0	0	21	5	1	0.4375	0.104166666666667	0.0208333333333333
"1"	"Metals"	"Nickel_resistance"	"Nickel_ABC_efflux_pumps"	0	0.000435098086858288	0	0	0.00278803753193653	6.86439601278113e-05	0	17	8	2	0.354166666666667	0.166666666666667	0.0416666666666667
"1"	"Metals"	"Nickel_resistance"	"Nickel_ABC_efflux_regulator"	0	0.000281230338329537	0	0	0.00439156594264394	0	0	8	1	0	0.166666666666667	0.0208333333333333	0
"1"	"Metals"	"Sodium_resistance"	"Sodium_resistance_protein"	0	0.000379759788335696	0	0	0.00184289727265457	0	0	26	4	4	0.541666666666667	0.0833333333333333	0.0833333333333333
"1"	"Metals"	"Tellurium_resistance"	"Tellurium_resistance_protein"	0.00481967213114754	0	0	0	0	0	0	10	4	0	0.208333333333333	0.0833333333333333	0
"1"	"Metals"	"Zinc_resistance"	"Zinc_resistance_protein"	0.00167045454545455	0	0	0	0.00108140797822205	0	0	17	7	4	0.354166666666667	0.145833333333333	0.0833333333333333
"1"	"Metals"	"Zinc_resistance"	"Zinc_resistance_regulator"	0	0	0	0	0.00293245273977442	0	0	22	5	1	0.458333333333333	0.104166666666667	0.0208333333333333
"1"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	0	0	0	0	0.121617348391196	0	0	92	37	9	1.91666666666667	0.770833333333333	0.1875
"1"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_resistance_regulator"	0.00167045454545455	0	0	0	0.00450554764679618	0	0	6	0	0	0.125	0	0
"1"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_pumps"	0	0	0	0	0.0027229041842475	0.00116172603464992	0	55	54	9	1.14583333333333	1.125	0.1875
"1"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_regulator"	0	0.00501198203192729	0.000348737631348617	0	0.0112548439591177	0.00206366013077394	0	21	18	1	0.4375	0.375	0.0208333333333333
"1"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_ABC_efflux_pumps"	0	0	0	0	0.204584526351195	0	0	21	4	1	0.4375	0.0833333333333333	0.0208333333333333
"1"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MATE_efflux_pumps"	0.0440289855072464	0	0	0	0	0	0	12	7	3	0.25	0.145833333333333	0.0625
"1"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	0	0	0	0	0.000549009619954236	0	0	55	39	9	1.14583333333333	0.8125	0.1875
"1"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_regulator"	0	0	0	0	0.000917252820562383	0	0	18	5	2	0.375	0.104166666666667	0.0416666666666667
"1"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	0	0.000234288172786396	0	0	0.0998925438794304	0.038941392524005	0	315	309	56	6.5625	6.4375	1.16666666666667
"1"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	0	0	0	0	9.62271550630359e-05	0	0	41	30	8	0.854166666666667	0.625	0.166666666666667
"1"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_SMR_efflux_pumps"	0	0	0	0	0	0	0	20	22	1	0.416666666666667	0.458333333333333	0.0208333333333333
"1"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_SMR_efflux_regulator"	0.0450143540669856	0	0	0	0	0.264522751729216	0	1	6	1	0.0208333333333333	0.125	0.0208333333333333
"2"	"Biocides"	"Acetate_resistance"	"Acetate_resistance_protein"	0	0.00694580987112005	0	0	0.0126166208020108	0	0	14	0	0	0.325581395348837	0	0
"2"	"Biocides"	"Acid_resistance"	"Acid_resistance_protein"	0	0.00638159240029494	0	0	0.0128871364637702	0	0	81	2	0	1.88372093023256	0.0465116279069767	0
"2"	"Biocides"	"Acid_resistance"	"Acid_resistance_regulator"	0	0.00737554836801591	0	0	0.0226801609563234	0	0	10	0	1	0.232558139534884	0	0.0232558139534884
"2"	"Biocides"	"Biguanide_resistance"	"Biguanide_cation_efflux"	0.00167045454545455	0	0	0	0.0195940591667846	0	0	7	0	0	0.162790697674419	0	0
"2"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_ABC_efflux_pump"	0	0	0	0	0.0612468993764141	0	0	22	4	1	0.511627906976744	0.0930232558139535	0.0232558139534884
"2"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_resistance_protein"	0	0	0	0	0.00898427625284615	0	0	13	0	0	0.302325581395349	0	0
"2"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_resistance_regulator"	0	0	0	0	0.0101013501790035	0	0	29	0	1	0.674418604651163	0	0.0232558139534884
"2"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	0	0	0	0	0	0	0	48	18	2	1.11627906976744	0.418604651162791	0.0465116279069767
"2"	"Biocides"	"Paraquat_resistance"	"Paraquat_resistance_protein"	0.00167045454545455	0	0	0	0.0187266240861192	0	0	7	0	0	0.162790697674419	0	0
"2"	"Biocides"	"Peroxide_resistance"	"peroxide_resistance_protein"	0	0.00827834658909221	0	0	0.0228016671310259	0	0	30	4	3	0.697674418604651	0.0930232558139535	0.0697674418604651
"2"	"Biocides"	"Peroxide_resistance"	"Peroxide_resistance_stress_protein"	0	0.00664411802931802	0	0	0.030564670923117	0	0	21	0	0	0.488372093023256	0	0
"2"	"Biocides"	"Phenolic_compound_resistance"	"Triclosan-resistant_mutation"	0	0.00531039482497146	0	0	0.0215864119009858	0	0	9	2	0	0.209302325581395	0.0465116279069767	0
"2"	"Drugs"	"Aminocoumarins"	"Aminocoumarin_efflux_pump"	0.0440289855072464	0	0	0	0.305890657955447	0.357176871270598	0	6	4	0	0.13953488372093	0.0930232558139535	0
"2"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	0	0.0763208250538574	0.0285002989337651	0	0.0998348547001555	0.143231901299694	0.00110753333130752	45	39	12	1.04651162790698	0.906976744186046	0.27906976744186
"2"	"Drugs"	"Aminoglycosides"	"16S_rRNA_methyltransferases"	0.0120615384615385	0	0	0	0	0	0	5	0	0	0.116279069767442	0	0
"2"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_efflux_pumps"	0	0.00787828254292265	0	0	0.0188310080924799	0.00398195148879649	0	13	4	0	0.302325581395349	0.0930232558139535	0
"2"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	0.00323076923076923	0	0	0	0.182864644039786	0.0201838640839435	0	32	26	16	0.744186046511628	0.604651162790698	0.372093023255814
"2"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	0	0.00372575832585747	0.0168505850668633	0	0.0350383734910146	0.0769340424471597	0	32	38	6	0.744186046511628	0.883720930232558	0.13953488372093
"2"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	0	0.526433496712875	0.217489777773145	0.000405084295761874	0.157561712329001	0.114651703483518	0.00114612037958995	71	63	47	1.65116279069767	1.46511627906977	1.09302325581395
"2"	"Drugs"	"Bacitracin"	"Undecaprenyl_pyrophosphate_phosphatase"	0	0	0	0	0.00618854976531868	0	0	14	1	0	0.325581395348837	0.0232558139534884	0
"2"	"Drugs"	"betalactams"	"Class_A_betalactamases"	0	0	0	0	0	0	0	37	16	13	0.86046511627907	0.372093023255814	0.302325581395349
"2"	"Drugs"	"betalactams"	"Class_C_betalactamases"	0	0	0	0	0	0	0	26	0	0	0.604651162790698	0	0
"2"	"Drugs"	"betalactams"	"Mutant_porin_proteins"	0	0	0	0	0.00506843977012086	0	0	26	2	1	0.604651162790698	0.0465116279069767	0.0232558139534884
"2"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	0	0	0	0	0.00705438499630852	0	0	40	3	2	0.930232558139535	0.0697674418604651	0.0465116279069767
"2"	"Drugs"	"Cationic_antimicrobial_peptides"	"Cationic_peptide-resistant_16S_ribosomal_subunit_protein"	0	0.565720717944883	0.221799111662138	0.000752769782194214	0.131194015068491	0.088108156266404	0.00172800821120477	15	13	12	0.348837209302326	0.302325581395349	0.27906976744186
"2"	"Drugs"	"Cationic_antimicrobial_peptides"	"Lipid_A_modification"	0	0.00656211214526255	0	0	0.0124716724145261	0	0	39	3	0	0.906976744186046	0.0697674418604651	0
"2"	"Drugs"	"Cationic_antimicrobial_peptides"	"Polymyxin_B_resistance_regulator"	0	0	0	0	0.254748689586251	0	0	15	2	1	0.348837209302326	0.0465116279069767	0.0232558139534884
"2"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	0	0.287788194510717	0.0719822280744927	0.000456973294914624	0.043146650471607	0.0372304554178246	0.00274612930298755	15	13	8	0.348837209302326	0.302325581395349	0.186046511627907
"2"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	0	0.0279595239666125	0.00472400993438929	0	0.0603323879006891	0.0185625027883714	0	61	52	11	1.41860465116279	1.2093023255814	0.255813953488372
"2"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	0	0.0071025605218608	0	0	0.0163701414762124	0	0	57	7	0	1.32558139534884	0.162790697674419	0
